uniprot,protein_name,transmembrane,peripheral,secreted,secreted_desc,secreted_highlight,receptor,receptor_desc,integrin,biosynthetic_pathway_desc,biosynthetic_pathway,other,other_desc,tags,tags_reason,tags_description,pfam,version
P0CG37,CFC1_HUMAN,TRUE,FALSE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P0DJI8,SAA1_HUMAN,FALSE,FALSE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00277;,CellPhoneDBcore<=4.0
P0DMC3,ELA_HUMAN,FALSE,FALSE,TRUE,Hormone,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P0DMS8,AA3R_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,PF00001;,CellPhoneDBcore<=4.0
P10092,CALCB_HUMAN,FALSE,FALSE,TRUE,Hormone,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00214;,CellPhoneDBcore<=4.0
P10145,IL8_HUMAN,FALSE,FALSE,TRUE,Cytokine,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00048;,CellPhoneDBcore<=4.0
P10147,CCL3_HUMAN,FALSE,FALSE,TRUE,Cytokine,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00048;,CellPhoneDBcore<=4.0
P10451,OSTP_HUMAN,FALSE,FALSE,TRUE,Cytokine,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00865;,CellPhoneDBcore<=4.0
P10600,TGFB3_HUMAN,TRUE,FALSE,TRUE,Growthfactor | Cytokine,TRUE,FALSE,,FALSE,,FALSE,FALSE,,To_add | To_comment,extracellular_add,TGFbeta_family | ligandIUPHAR,PF00019;PF00688;,CellPhoneDBcore<=4.0
P10721,KIT_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,PF00047;PF07714;,CellPhoneDBcore<=4.0
P10747,CD28_HUMAN,TRUE,FALSE,FALSE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,To_add | To_comment,Extracellular_add,Iglike,PF15910;,CellPhoneDBcore<=4.0
P10767,FGF6_HUMAN,FALSE,FALSE,TRUE,Growthfactor,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00167;,CellPhoneDBcore<=4.0
P10909,CLUS_HUMAN,FALSE,FALSE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P10912,GHR_HUMAN,TRUE,FALSE,TRUE,,FALSE,TRUE,Hormone_receptor_add,FALSE,,FALSE,FALSE,,,,,PF09067;PF00041;PF12772;,CellPhoneDBcore<=4.0
P10966,CD8B_HUMAN,TRUE,FALSE,TRUE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,To_comment,Receptor_add,,PF07686;,CellPhoneDBcore<=4.0
P10997,IAPP_HUMAN,FALSE,FALSE,TRUE,Hormone,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00214;,CellPhoneDBcore<=4.0
P11047,LAMC1_HUMAN,FALSE,FALSE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,laminin,PF00052;PF00053;PF00055;,CellPhoneDBcore<=4.0
P11215,ITAM_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,To_add,,Integrin (uniprot),PF01839;PF00357;PF08441;PF00092;,CellPhoneDBcore<=4.0
P11229,ACM1_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P11274,BCR_HUMAN,TRUE,FALSE,FALSE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P11362,FGFR1_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,To_comment,,Migration,PF18123;PF07679;PF00047;PF07714;,CellPhoneDBcore<=4.0
P11487,FGF3_HUMAN,FALSE,FALSE,TRUE,Growthfactor,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00167;,CellPhoneDBcore<=4.0
P11717,MPRI_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,To_add | To_comment,transmembrane_add | receptor_add | extracellular_add,,PF00878;PF00040;,CellPhoneDBcore<=4.0
P12034,FGF5_HUMAN,FALSE,FALSE,TRUE,Growthfactor,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00167;,CellPhoneDBcore<=4.0
P12107,COBA1_HUMAN,FALSE,FALSE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,Collagen,PF01410;PF01391;PF02210;,CellPhoneDBcore<=4.0
P12109,CO6A1_HUMAN,FALSE,FALSE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,Collagen,PF01391;PF00092;,CellPhoneDBcore<=4.0
P12110,CO6A2_HUMAN,FALSE,FALSE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,Collagen,PF01391;PF00092;,CellPhoneDBcore<=4.0
P12111,CO6A3_HUMAN,FALSE,FALSE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,Collagen,PF01391;PF00014;PF00092;,CellPhoneDBcore<=4.0
P12272,PTHR_HUMAN,FALSE,FALSE,TRUE,Hormone,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF01279;,CellPhoneDBcore<=4.0
P12643,BMP2_HUMAN,FALSE,FALSE,TRUE,Growthfactor | Cytokine,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00019;PF00688;,CellPhoneDBcore<=4.0
P12644,BMP4_HUMAN,FALSE,FALSE,TRUE,Growthfactor | Cytokine,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00019;PF00688;,CellPhoneDBcore<=4.0
P12830,CADH1_HUMAN,TRUE,FALSE,FALSE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,Cadherin,PF00028;PF01049;PF08758;,CellPhoneDBcore<=4.0
P12872,MOTI_HUMAN,FALSE,FALSE,TRUE,Hormone,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF04643;PF04644;,CellPhoneDBcore<=4.0
P13224,GP1BB_HUMAN,TRUE,FALSE,FALSE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,To_add,,surface membrane protein of platelets (uniprot),PF01463;,CellPhoneDBcore<=4.0
P13232,IL7_HUMAN,FALSE,FALSE,TRUE,Growthfactor | Cytokine,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P13236,CCL4_HUMAN,FALSE,FALSE,TRUE,Cytokine,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00048;,CellPhoneDBcore<=4.0
P13385,TDGF1_HUMAN,TRUE,FALSE,FALSE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF09443;,CellPhoneDBcore<=4.0
P13500,CCL2_HUMAN,FALSE,FALSE,TRUE,Cytokine,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00048;,CellPhoneDBcore<=4.0
P13501,CCL5_HUMAN,FALSE,FALSE,TRUE,Cytokine,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00048;,CellPhoneDBcore<=4.0
P13591,NCAM1_HUMAN,TRUE,FALSE,TRUE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,PF00041;PF07679;,CellPhoneDBcore<=4.0
P13598,ICAM2_HUMAN,TRUE,FALSE,FALSE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,To_add | To_comment,Extracellular_add,Iglike | ligandIUPHAR,PF03921;,CellPhoneDBcore<=4.0
P13612,ITA4_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,To_add,,Integrin (uniprot),PF01839;PF08441;,CellPhoneDBcore<=4.0
P13688,CEAM1_HUMAN,TRUE,FALSE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,To_comment,Extracellular_add,Migration,PF00047;PF13895;PF07686;,CellPhoneDBcore<=4.0
P13725,ONCM_HUMAN,FALSE,FALSE,TRUE,Cytokine,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF01291;,CellPhoneDBcore<=4.0
P13747,HLAE_HUMAN,TRUE,FALSE,FALSE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,To_add | To_comment,Extracellular_add,Iglike,PF07654;PF00129;PF06623;,CellPhoneDBcore<=4.0
P13942,COBA2_HUMAN,FALSE,FALSE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,Collagen,PF01410;PF01391;PF02210;,CellPhoneDBcore<=4.0
P13945,ADRB3_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P14151,LYAM1_HUMAN,TRUE,FALSE,FALSE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,To_add,,Cell surface adhesion protein (uniprot),PF00059;PF00084;,CellPhoneDBcore<=4.0
P14209,CD99_HUMAN,TRUE,FALSE,FALSE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,To_add,,Involved in T-cell adhesion (uniprot),PF12301;,CellPhoneDBcore<=4.0
P14210,HGF_HUMAN,FALSE,FALSE,TRUE,Growthfactor,TRUE,FALSE,,FALSE,,FALSE,FALSE,,To_add | To_comment,secreted_add | secreted_high | extracellular_add,"Uniprot: Potent mitogen for mature parenchymal hepatocyte cells, seems to be a hepatotrophic factor, and acts as a growth factor for a broad spectrum of tissues and cell types.",PF00051;PF00024;PF00089;,CellPhoneDBcore<=4.0
P14416,DRD2_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P14555,PA2GA_HUMAN,FALSE,TRUE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00068;,CellPhoneDBcore<=4.0
P14778,IL1R1_HUMAN,TRUE,FALSE,TRUE,Cytokine,TRUE,TRUE,Cytokine_receptor_add,FALSE,,FALSE,FALSE,,,,,PF13895;PF18452;PF01582;,CellPhoneDBcore<=4.0
P14784,IL2RB_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,Cytokine_receptor_add,FALSE,,FALSE,FALSE,,To_add,,cytokine_receptor,PF18707;,CellPhoneDBcore<=4.0
P15018,LIF_HUMAN,FALSE,FALSE,TRUE,Growthfactor | Cytokine,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF01291;,CellPhoneDBcore<=4.0
P15151,PVR_HUMAN,TRUE,FALSE,TRUE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,PF08205;PF07686;,CellPhoneDBcore<=4.0
P15248,IL9_HUMAN,FALSE,FALSE,TRUE,Growthfactor | Cytokine,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P15260,INGR1_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,Interferon_receptor_add,FALSE,,FALSE,FALSE,,,,,PF07140;PF01108;,CellPhoneDBcore<=4.0
P15311,EZRI_HUMAN,FALSE,TRUE,FALSE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P15509,CSF2R_HUMAN,TRUE,FALSE,TRUE,,FALSE,TRUE,Cytokine_receptor_add,FALSE,,FALSE,FALSE,,,,,PF18611;PF09240;,CellPhoneDBcore<=4.0
P15514,AREG_HUMAN,FALSE,FALSE,TRUE,Growthfactor,TRUE,FALSE,,FALSE,,FALSE,FALSE,,To_add | To_comment,secreted_add | secreted_high | extracellular_add,"Uniprot: Ligand of the EGF receptor/EGFR. Autocrine growth factor as well as a mitogen for a broad range of target cells including astrocytes, Schwann cells and fibroblasts.",,CellPhoneDBcore<=4.0
P15529,MCP_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,To_add,,costimulatory factor (uniprot),PF00084;,CellPhoneDBcore<=4.0
P15692,VEGFA_HUMAN,FALSE,FALSE,TRUE,Growthfactor,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00341;PF14554;,CellPhoneDBcore<=4.0
P15813,CD1D_HUMAN,TRUE,FALSE,FALSE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF07654;PF16497;,CellPhoneDBcore<=4.0
P16066,ANPRA_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,To_add,,Receptor (uniprot),PF01094;PF00211;PF07714;,CellPhoneDBcore<=4.0
P16070,CD44_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,Cytokine_receptor,FALSE,,FALSE,FALSE,,,,,PF00193;,CellPhoneDBcore<=4.0
P16109,LYAM3_HUMAN,TRUE,FALSE,FALSE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,To_add,,Ca2+-dependent receptor (uniprot),PF00059;PF00084;,CellPhoneDBcore<=4.0
P16144,ITB4_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,Integrin,PF03160;PF07974;PF00041;PF18372;PF07965;PF00362;PF17205;,CellPhoneDBcore<=4.0
P16150,LEUK_HUMAN,TRUE,FALSE,FALSE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,To_add | To_comment,transmembrane_add | extracellular_add,Uniprot: cell surface sialoprotein,,CellPhoneDBcore<=4.0
P16234,PGFRA_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,growth factor receptor,FALSE,,FALSE,FALSE,,,,,PF07679;PF07714;,CellPhoneDBcore<=4.0
P16284,PECA1_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,Inflammation,FALSE,,FALSE,FALSE,,,,,PF13895;PF17736;,CellPhoneDBcore<=4.0
P16410,CTLA4_HUMAN,TRUE,FALSE,FALSE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,To_comment,Extracellular_add,,PF07686;,CellPhoneDBcore<=4.0
P16444,DPEP1_HUMAN,TRUE,FALSE,FALSE,,FALSE,FALSE,,FALSE,,TRUE,FALSE,,,,,,CellPhoneDBcore<=4.0
P16471,PRLR_HUMAN,TRUE,FALSE,TRUE,,FALSE,TRUE,Hormone_receptor_add,FALSE,,FALSE,FALSE,,To_add,,cytokine_receptor,PF09067;,CellPhoneDBcore<=4.0
P16473,TSHR_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,PF00001;PF13306;,CellPhoneDBcore<=4.0
P16581,LYAM2_HUMAN,TRUE,FALSE,FALSE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00008;PF00059;PF00084;,CellPhoneDBcore<=4.0
P16619,CCL3L1,FALSE,FALSE,TRUE,Cytokine,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00048;,CellPhoneDBcore<=4.0
P16671,CD36_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,PF01130;,CellPhoneDBcore<=4.0
P16871,IL7RA_HUMAN,TRUE,FALSE,TRUE,Cytokine,TRUE,TRUE,Cytokine_receptor_add,FALSE,,FALSE,FALSE,,,,,PF00041;PF18447;,CellPhoneDBcore<=4.0
P17181,INAR1_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,Interferon_receptor_add,FALSE,,FALSE,FALSE,,,,,PF09294;PF01108;,CellPhoneDBcore<=4.0
P17301,ITA2_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,To_add,,Integrin (uniprot),PF01839;PF08441;PF00092;,CellPhoneDBcore<=4.0
P17787,ACHB2_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P17931,LEG3_HUMAN,FALSE,FALSE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P17936,IBP3_HUMAN,FALSE,FALSE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P17948,VGFR1_HUMAN,TRUE,FALSE,TRUE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,Migration,PF07679;PF00047;PF07714;PF17988;,CellPhoneDBcore<=4.0
P18075,BMP7_HUMAN,FALSE,FALSE,TRUE,Growthfactor | Cytokine,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00019;PF00688;,CellPhoneDBcore<=4.0
P18084,ITB5_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,To_add,,Integrin (uniprot),PF18372;PF08725;PF07965;PF00362;PF17205;,CellPhoneDBcore<=4.0
P18089,ADA2B_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,To_remove,,no ensembl,,CellPhoneDBcore<=4.0
P18509,PACA_HUMAN,FALSE,FALSE,TRUE,Hormone,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00123;,CellPhoneDBcore<=4.0
P18510,IL1RA_HUMAN,FALSE,FALSE,TRUE,Cytokine,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00340;,CellPhoneDBcore<=4.0
P18564,ITB6_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,To_add,,Integrin (uniprot),PF07974;PF18372;PF08725;PF07965;PF00362;PF17205;,CellPhoneDBcore<=4.0
P18627,LAG3_HUMAN,TRUE,FALSE,FALSE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,To_add | To_comment,,Iglike | Possible_receptor,,CellPhoneDBcore<=4.0
P18825,ADA2C_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P19022,CADH2_HUMAN,TRUE,FALSE,FALSE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,Migration,,CellPhoneDBcore<=4.0
P19235,EPOR_HUMAN,TRUE,FALSE,TRUE,,FALSE,TRUE,Cytokine_receptor_add,FALSE,,FALSE,FALSE,,,,,PF09067;PF00041;,CellPhoneDBcore<=4.0
P19256,LFA3_HUMAN,TRUE,FALSE,FALSE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,To_comment,Extracellular_add,,,CellPhoneDBcore<=4.0
P19320,VCAM1_HUMAN,TRUE,FALSE,FALSE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,To_add | To_comment,,Iglike | ligandIUPHAR,PF05790;PF07679;PF00047;,CellPhoneDBcore<=4.0
P19438,TNR1A_HUMAN,TRUE,FALSE,TRUE,,FALSE,TRUE,TNF_receptor_add,FALSE,,FALSE,FALSE,,,,,PF00531;PF00020;,CellPhoneDBcore<=4.0
P19440,GGT1_HUMAN,TRUE,FALSE,FALSE,,FALSE,FALSE,,FALSE,,TRUE,FALSE,,,,,,CellPhoneDBcore<=4.0
P19875,CXCL2_HUMAN,FALSE,FALSE,TRUE,Cytokine,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00048;,CellPhoneDBcore<=4.0
P19876,CXCL3_HUMAN,FALSE,FALSE,TRUE,Cytokine,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00048;,CellPhoneDBcore<=4.0
P20023,CR2_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,To_add,,Receptor for complement C3Dd (uniprot),PF00084;,CellPhoneDBcore<=4.0
P20273,CD22_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,To_comment,Receptor_add,,PF08205;PF13895;,CellPhoneDBcore<=4.0
P20292,AL5AP_HUMAN,FALSE,FALSE,FALSE,,FALSE,FALSE,,FALSE,,TRUE,FALSE,,To_add,,,PF01124;,CellPhoneDBcore<=4.0
P20309,ACM3_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P20333,TNR1B_HUMAN,TRUE,FALSE,TRUE,,FALSE,TRUE,TNF_receptor_add,FALSE,,FALSE,FALSE,,,,,PF00020;,CellPhoneDBcore<=4.0
P20366,TKN1_HUMAN,FALSE,FALSE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P20382,MCH_HUMAN,FALSE,FALSE,TRUE,Hormone,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF05824;,CellPhoneDBcore<=4.0
P20396,TRH_HUMAN,FALSE,FALSE,TRUE,Hormone,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF05438;,CellPhoneDBcore<=4.0
P20701,ITAL_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,To_comment,Extracellular_add,Integrin,PF01839;PF00357;PF08441;PF00092;,CellPhoneDBcore<=4.0
P20702,ITAX_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,To_add,,Integrin (uniprot),PF01839;PF00357;PF08441;PF00092;,CellPhoneDBcore<=4.0
P20783,NTF3_HUMAN,FALSE,FALSE,TRUE,Growthfactor,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00243;,CellPhoneDBcore<=4.0
P20809,IL11_HUMAN,FALSE,FALSE,TRUE,Growthfactor | Cytokine,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF07400;,CellPhoneDBcore<=4.0
P20827,EFNA1_HUMAN,TRUE,FALSE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,To_comment,extracellular_add,ligandIUPHAR,PF00812;,CellPhoneDBcore<=4.0
P20849,CO9A1_HUMAN,FALSE,FALSE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,Collagen,PF01391;,CellPhoneDBcore<=4.0
P20908,CO5A1_HUMAN,FALSE,FALSE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,Collagen,PF01410;PF01391;,CellPhoneDBcore<=4.0
P21246,PTN_HUMAN,FALSE,FALSE,TRUE,Growthfactor,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF01091;PF05196;,CellPhoneDBcore<=4.0
P21452,NK2R_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P21462,FPR1_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,PF00001;,CellPhoneDBcore<=4.0
P21554,CNR1_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P21583,SCF_HUMAN,TRUE,FALSE,TRUE,Growthfactor,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF02404;,CellPhoneDBcore<=4.0
P21709,EPHA1_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,PF14575;PF01404;PF00041;PF07714;PF00536;,CellPhoneDBcore<=4.0
P21728,DRD1_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P21730,C5AR1_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,PF00001;,CellPhoneDBcore<=4.0
P21731,TA2R_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,PF00001;,CellPhoneDBcore<=4.0
P21741,MK_HUMAN,FALSE,FALSE,TRUE,Growthfactor,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF01091;PF05196;,CellPhoneDBcore<=4.0
P21781,FGF7_HUMAN,FALSE,FALSE,TRUE,Growthfactor,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00167;,CellPhoneDBcore<=4.0
P21802,FGFR2_HUMAN,TRUE,FALSE,TRUE,Growthfactor,TRUE,TRUE,,FALSE,,FALSE,FALSE,,,,,PF18123;PF07679;PF07714;,CellPhoneDBcore<=4.0
P21854,CD72_HUMAN,TRUE,FALSE,FALSE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,To_add | To_comment,Extracellular_add,Plays a role in B-cell proliferation and differentiation (uniprot),PF00059;,CellPhoneDBcore<=4.0
P21860,ERBB3_HUMAN,TRUE,FALSE,TRUE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,PF00757;PF14843;PF07714;PF01030;,CellPhoneDBcore<=4.0
P21917,DRD4_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P21918,DRD5_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,,CellPhoneDBcore<=4.0
P22003,BMP5_HUMAN,FALSE,FALSE,TRUE,Growthfactor | Cytokine,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00019;PF00688;,CellPhoneDBcore<=4.0
P22004,BMP6_HUMAN,FALSE,FALSE,TRUE,Growthfactor | Cytokine,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00019;PF00688;,CellPhoneDBcore<=4.0
P22223,CADH3_HUMAN,TRUE,FALSE,FALSE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,Cadherin,,CellPhoneDBcore<=4.0
P22301,IL10_HUMAN,FALSE,FALSE,TRUE,Cytokine,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00726;,CellPhoneDBcore<=4.0
P22362,CCL1_HUMAN,FALSE,FALSE,TRUE,Cytokine,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00048;,CellPhoneDBcore<=4.0
P22455,FGFR4_HUMAN,TRUE,FALSE,TRUE,Growthfactor,TRUE,TRUE,,FALSE,,FALSE,FALSE,,,,Migration,PF07679;PF07714;,CellPhoneDBcore<=4.0
P22466,GALA_HUMAN,FALSE,FALSE,TRUE,Hormone,TRUE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF01296;PF06540;,CellPhoneDBcore<=4.0
P22607,FGFR3_HUMAN,TRUE,FALSE,TRUE,Growthfactor,TRUE,TRUE,,FALSE,,FALSE,FALSE,,,,,PF18123;PF07679;PF07714;,CellPhoneDBcore<=4.0
P22888,LSHR_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,PF00001;PF13306;,CellPhoneDBcore<=4.0
P22897,MRC1_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,,PF00040;PF00059;PF00652;,CellPhoneDBcore<=4.0
P23229,ITA6_HUMAN,TRUE,FALSE,FALSE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,,,Integrin,PF01839;PF08441;,CellPhoneDBcore<=4.0
P23471,PTPRZ_HUMAN,TRUE,FALSE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,PF00194;PF00041;PF00102;,CellPhoneDBcore<=4.0
P23510,TNFL4_HUMAN,TRUE,FALSE,FALSE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,To_add,,ligandIUPHAR,,CellPhoneDBcore<=4.0
